title,description,source,mode,themes,entities,factsCount,topic,background,framing_debate,faithfulness,relevance,controversy,framing,coherence,overall,average,selected
"US Set to Offer Iran Broad Financial Gains in Peace Deal - Yahoo Finance","(Bloomberg) -- Iran is set to receive broad financial incentives as part of its agreement with the US, including the right to sell oil immediately, tap a $30...","Yahoo Entertainment","controversy","US‑Iran diplomatic relations; peace agreement; financial incentives; oil sales","United States; Iran; Yahoo Finance; Bloomberg; Yahoo Entertainment","The United States is set to offer Iran broad financial incentives as part of a peace deal.; The agreement includes Iran's right to sell oil immediately.; The deal allows Iran to tap a $30 billion financial resource.","Should the United States move forward with a peace agreement that grants Iran immediate rights to sell oil and access to a $30 billion financial resource?","The United States is prepared to offer Iran broad financial incentives as part of a peace deal. The agreement includes Iran's right to sell oil immediately. The deal also allows Iran to tap a $30 billion financial resource.","Is it advisable for the United States to implement a peace agreement that provides Iran immediate oil sales rights and substantial financial incentives?","10","10","7","9","10","9.2","9.2","0"
"US Set to Offer Iran Broad Financial Gains in Peace Deal - Yahoo Finance","(Bloomberg) -- Iran is set to receive broad financial incentives as part of its agreement with the US, including the right to sell oil immediately, tap a $30...","Yahoo Entertainment","viral","US‑Iran diplomatic relations; peace agreement; financial incentives; oil sales","United States; Iran; Yahoo Finance; Bloomberg; Yahoo Entertainment","The United States is set to offer Iran broad financial incentives as part of a peace deal.; The agreement includes Iran's right to sell oil immediately.; The deal allows Iran to tap a $30 billion financial resource.","Should the United States provide Iran with broad financial incentives, including immediate oil sales and access to a $30 billion funding source, as part of a peace agreement?","The United States plans to offer Iran broad financial incentives as part of a peace deal. The agreement grants Iran the right to sell oil immediately. It also allows Iran to tap a $30 billion financial resource.","Is it prudent for the United States to grant Iran these financial benefits in exchange for peace?","9","10","6","9","9","9","8.6","0"
"US Set to Offer Iran Broad Financial Gains in Peace Deal - Yahoo Finance","(Bloomberg) -- Iran is set to receive broad financial incentives as part of its agreement with the US, including the right to sell oil immediately, tap a $30...","Yahoo Entertainment","emotional","US‑Iran diplomatic relations; peace agreement; financial incentives; oil sales","United States; Iran; Yahoo Finance; Bloomberg; Yahoo Entertainment","The United States is set to offer Iran broad financial incentives as part of a peace deal.; The agreement includes Iran's right to sell oil immediately.; The deal allows Iran to tap a $30 billion financial resource.","Should the United States provide Iran with extensive financial incentives and immediate oil‑sale rights as part of a peace agreement?","The United States plans to offer Iran broad financial incentives in a prospective peace deal. The agreement would grant Iran the right to sell its oil immediately. It also includes access to a $30 billion financial resource for Iran.","Should the United States provide Iran with extensive financial incentives and immediate oil‑sale rights as part of a peace agreement?","10","10","9","9","9","9.4","9.4","0"
"Messi hat-trick fires holders Argentina to win over Algeria at World Cup - Al Jazeera","Argentina open defence of their World Cup crown with a Lionel Messi-inspired 3-0 win against Algeria at 2026 edition.","Al Jazeera English","philosophical","Football; World Cup; Title defense; International sports competition","Lionel Messi; Argentina national football team; Algeria national football team; Al Jazeera English; 2026 World Cup","Argentina defeated Algeria 3-0 at the 2026 World Cup.; Lionel Messi scored a hat-trick in the match.; Argentina were defending their World Cup crown.","Should a defending World Cup champion receive preferential seeding in the tournament draw?","Argentina defeated Algeria 3-0 at the 2026 World Cup. Lionel Messi scored a hat-trick in the match. Argentina were defending their World Cup crown.","Should a defending World Cup champion receive preferential seeding in the tournament draw?","10","9","7","10","10","9.2","9.2","0"
"Messi hat-trick fires holders Argentina to win over Algeria at World Cup - Al Jazeera","Argentina open defence of their World Cup crown with a Lionel Messi-inspired 3-0 win against Algeria at 2026 edition.","Al Jazeera English","controversy","Football; World Cup; Title defense; International sports competition","Lionel Messi; Argentina national football team; Algeria national football team; Al Jazeera English; 2026 World Cup","Argentina defeated Algeria 3-0 at the 2026 World Cup.; Lionel Messi scored a hat-trick in the match.; Argentina were defending their World Cup crown.","Does Argentina's 3-0 victory over Algeria, highlighted by Lionel Messi's hat‑trick, indicate that they are likely to successfully defend their World Cup title?","Argentina defeated Algeria 3-0 at the 2026 World Cup. Lionel Messi scored a hat‑trick in the match. Argentina were defending their World Cup crown.","Does Argentina's dominant performance against Algeria suggest they will retain the World Cup?","9","10","8","9","9","9","9","0"
"Messi hat-trick fires holders Argentina to win over Algeria at World Cup - Al Jazeera","Argentina open defence of their World Cup crown with a Lionel Messi-inspired 3-0 win against Algeria at 2026 edition.","Al Jazeera English","viral","Football; World Cup; Title defense; International sports competition","Lionel Messi; Argentina national football team; Algeria national football team; Al Jazeera English; 2026 World Cup","Argentina defeated Algeria 3-0 at the 2026 World Cup.; Lionel Messi scored a hat-trick in the match.; Argentina were defending their World Cup crown.","Should Argentina’s dominant 3-0 victory over Algeria, highlighted by Lionel Messi’s hat‑trick, be seen as a fair reflection of their superiority as defending World Cup champions?","Argentina defeated Algeria 3-0 at the 2026 World Cup. Lionel Messi scored a hat‑trick in the match. Argentina were defending their World Cup crown.","Is Argentina’s performance against Algeria a legitimate demonstration of their status as the reigning champions?","9","10","6","9","9","9","8.6","0"
"Messi hat-trick fires holders Argentina to win over Algeria at World Cup - Al Jazeera","Argentina open defence of their World Cup crown with a Lionel Messi-inspired 3-0 win against Algeria at 2026 edition.","Al Jazeera English","emotional","Football; World Cup; Title defense; International sports competition","Lionel Messi; Argentina national football team; Algeria national football team; Al Jazeera English; 2026 World Cup","Argentina defeated Algeria 3-0 at the 2026 World Cup.; Lionel Messi scored a hat-trick in the match.; Argentina were defending their World Cup crown.","Is Argentina's 3-0 victory over Algeria a strong indicator that they will successfully defend their World Cup title?","At the 2026 World Cup, Argentina defeated Algeria 3-0. Lionel Messi scored a hat-trick in the match. Argentina entered the tournament as the defending World Cup champions.","Is Argentina's 3-0 victory over Algeria a strong indicator that they will successfully defend their World Cup title?","10","10","9","10","10","9.8","9.8","0"
"DOJ aims to block suit over Musk data center pollution, citing national security - The Washington Post","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi, having also intervened in a separate lawsuit against Elon Musk's company in Colorado.","The Washington Post","philosophical","legal intervention; environmental pollution; national security justification; government involvement in tech company lawsuits","Justice Department; xAI; Elon Musk; Mississippi; Colorado; The Washington Post","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi.; The Justice Department has intervened in a separate lawsuit against Elon Musk's company in Colorado.","Should the U.S. Justice Department intervene in lawsuits involving technology companies' alleged environmental harms?","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi. It has also intervened in a separate lawsuit against Elon Musk's company in Colorado. Both actions involve federal involvement in legal disputes concerning tech firms.","Should federal authorities intervene in court cases that allege environmental damage by technology companies?","9","10","6","9","9","9","8.6","0"
"DOJ aims to block suit over Musk data center pollution, citing national security - The Washington Post","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi, having also intervened in a separate lawsuit against Elon Musk's company in Colorado.","The Washington Post","controversy","legal intervention; environmental pollution; national security justification; government involvement in tech company lawsuits","Justice Department; xAI; Elon Musk; Mississippi; Colorado; The Washington Post","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi.; The Justice Department has intervened in a separate lawsuit against Elon Musk's company in Colorado.","Should the Justice Department intervene in lawsuits concerning tech companies' environmental practices?","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi. The Justice Department has also intervened in a separate lawsuit against Elon Musk's company in Colorado.","Is it appropriate for the Justice Department to intervene in legal actions against technology firms over environmental issues?","9","10","7","9","9","9","8.8","0"
"DOJ aims to block suit over Musk data center pollution, citing national security - The Washington Post","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi, having also intervened in a separate lawsuit against Elon Musk's company in Colorado.","The Washington Post","viral","legal intervention; environmental pollution; national security justification; government involvement in tech company lawsuits","Justice Department; xAI; Elon Musk; Mississippi; Colorado; The Washington Post","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi.; The Justice Department has intervened in a separate lawsuit against Elon Musk's company in Colorado.","Should the Justice Department intervene in lawsuits that target tech companies over environmental impacts?","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi. The department also intervened in a separate lawsuit against Elon Musk's company in Colorado.","Is it appropriate for the Justice Department to intervene in legal actions against technology firms concerning environmental issues?","9","10","7","9","9","9","8.8","0"
"DOJ aims to block suit over Musk data center pollution, citing national security - The Washington Post","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi, having also intervened in a separate lawsuit against Elon Musk's company in Colorado.","The Washington Post","emotional","legal intervention; environmental pollution; national security justification; government involvement in tech company lawsuits","Justice Department; xAI; Elon Musk; Mississippi; Colorado; The Washington Post","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi.; The Justice Department has intervened in a separate lawsuit against Elon Musk's company in Colorado.","Should the Justice Department’s interventions in lawsuits against tech companies be limited to national security concerns rather than environmental or consumer issues?","The Justice Department has moved to stop litigation over xAI's data center pollution in Mississippi. It has also intervened in a separate lawsuit against Elon Musk's company in Colorado. Both actions involve the department stepping into legal disputes concerning private technology firms.","Is it appropriate for the Justice Department to intervene in lawsuits against tech companies primarily on the basis of national security, or should its involvement be restricted when the disputes concern environmental and consumer matters?","9","10","9","9","9","9","9.2","0"
"Kylian Mbappé scores stunner, breaks France goal record in Senegal win - ESPN","Kylian Mbappé moved himself up the World Cup career scoring charts and became France's record goal scorer with two goals in Les Bleus' 3-1 Group I win against Senegal.","ESPN","philosophical","World Cup; football; scoring records; Group I match","Kylian Mbappé; France; Les Bleus; Senegal; ESPN","Kylian Mbappé moved himself up the World Cup career scoring charts.; Kylian Mbappé became France's record goal scorer.; Kylian Mbappé scored two goals in France's 3-1 Group I win against Senegal.","Should a player’s individual goal‑scoring achievements be prioritized over team success in evaluating their legacy?","Kylian Mbappé advanced the World Cup career scoring charts and became France's all‑time leading goal scorer. He scored two goals in France's 3‑1 Group I victory over Senegal at the 2022 World Cup.","Is a footballer’s personal scoring record more important than the overall achievements of the team when judging their career?","10","10","7","7","9","9","8.6","0"
"Kylian Mbappé scores stunner, breaks France goal record in Senegal win - ESPN","Kylian Mbappé moved himself up the World Cup career scoring charts and became France's record goal scorer with two goals in Les Bleus' 3-1 Group I win against Senegal.","ESPN","controversy","World Cup; football; scoring records; Group I match","Kylian Mbappé; France; Les Bleus; Senegal; ESPN","Kylian Mbappé moved himself up the World Cup career scoring charts.; Kylian Mbappé became France's record goal scorer.; Kylian Mbappé scored two goals in France's 3-1 Group I win against Senegal.","Should Kylian Mbappé be regarded as the greatest French World Cup scorer of all time?","Kylian Mbappé moved himself up the World Cup career scoring charts during the tournament. He became France's all‑time record goal scorer. Mbappé scored two goals in France's 3‑1 Group I victory over Senegal.","Should Kylian Mbappé be regarded as the greatest French World Cup scorer of all time?","10","10","8","10","10","9.6","9.6","0"
"Kylian Mbappé scores stunner, breaks France goal record in Senegal win - ESPN","Kylian Mbappé moved himself up the World Cup career scoring charts and became France's record goal scorer with two goals in Les Bleus' 3-1 Group I win against Senegal.","ESPN","viral","World Cup; football; scoring records; Group I match","Kylian Mbappé; France; Les Bleus; Senegal; ESPN","Kylian Mbappé moved himself up the World Cup career scoring charts.; Kylian Mbappé became France's record goal scorer.; Kylian Mbappé scored two goals in France's 3-1 Group I win against Senegal.","Should Kylian Mbappé be regarded as the greatest French World Cup scorer of all time?","Kylian Mbappé moved himself up the World Cup career scoring charts during the tournament. He became France's all‑time leading goal scorer. In the Group I match against Senegal, Mbappé scored two of France's three goals in a 3‑1 victory.","Is Mbappé the greatest French World Cup scorer in history?","10","10","7","8","9","8.8","8.8","0"
"Kylian Mbappé scores stunner, breaks France goal record in Senegal win - ESPN","Kylian Mbappé moved himself up the World Cup career scoring charts and became France's record goal scorer with two goals in Les Bleus' 3-1 Group I win against Senegal.","ESPN","emotional","World Cup; football; scoring records; Group I match","Kylian Mbappé; France; Les Bleus; Senegal; ESPN","Kylian Mbappé moved himself up the World Cup career scoring charts.; Kylian Mbappé became France's record goal scorer.; Kylian Mbappé scored two goals in France's 3-1 Group I win against Senegal.","Should individual scoring records, like Mbappé becoming France's all‑time top scorer, be considered more important than team success in evaluating a player's legacy?","Kylian Mbappé moved himself up the World Cup career scoring charts and became France's record goal scorer. He scored two goals in France's 3‑1 Group I win against Senegal at the tournament.","Is an individual scoring record more significant than collective achievements when judging a footballer's impact?","9","9","8","9","9","9","8.8","0"
"Trump-endorsed Rep. Barry Moore wins GOP primary runoff in Alabama Senate race - NBC News","NBC News projects Moore defeated former Navy SEAL Jared Hudson to advance to the general election to succeed Sen. Tommy Tuberville.","NBC News","philosophical","Election; Primary runoff; Political endorsement; Senate race; Republican Party","Barry Moore; Donald Trump; Jared Hudson; Tommy Tuberville; NBC News; Alabama; GOP primary runoff; United States Senate","Rep. Barry Moore, who is endorsed by Donald Trump, won the GOP primary runoff in the Alabama Senate race.; Moore defeated former Navy SEAL Jared Hudson in the runoff.; Moore will advance to the general election to succeed Sen. Tommy Tuberville.","Do high-profile endorsements, such as former President Donald Trump's, give candidates an unfair advantage in primary runoff elections?","Rep. Barry Moore, who is endorsed by Donald Trump, won the GOP primary runoff in the Alabama Senate race. Moore defeated former Navy SEAL Jared Hudson in the runoff and will advance to the general election to succeed Sen. Tommy Tuberville.","Should endorsements from prominent political figures be considered a legitimate factor in determining the outcome of primary runoffs?","9","10","7","8","9","9","8.6","0"
"Trump-endorsed Rep. Barry Moore wins GOP primary runoff in Alabama Senate race - NBC News","NBC News projects Moore defeated former Navy SEAL Jared Hudson to advance to the general election to succeed Sen. Tommy Tuberville.","NBC News","controversy","Election; Primary runoff; Political endorsement; Senate race; Republican Party","Barry Moore; Donald Trump; Jared Hudson; Tommy Tuberville; NBC News; Alabama; GOP primary runoff; United States Senate","Rep. Barry Moore, who is endorsed by Donald Trump, won the GOP primary runoff in the Alabama Senate race.; Moore defeated former Navy SEAL Jared Hudson in the runoff.; Moore will advance to the general election to succeed Sen. Tommy Tuberville.","Should a presidential endorsement be considered a decisive factor in primary runoff outcomes?","Rep. Barry Moore, endorsed by former President Donald Trump, won the GOP primary runoff in the Alabama Senate race. Moore defeated former Navy SEAL Jared Hudson in that runoff. As a result, Moore will advance to the general election to succeed Sen. Tommy Tuberville.","To what extent should a high-profile endorsement influence voters' decisions in primary runoff elections?","10","10","8","9","9","9.2","9.2","0"
"Trump-endorsed Rep. Barry Moore wins GOP primary runoff in Alabama Senate race - NBC News","NBC News projects Moore defeated former Navy SEAL Jared Hudson to advance to the general election to succeed Sen. Tommy Tuberville.","NBC News","viral","Election; Primary runoff; Political endorsement; Senate race; Republican Party","Barry Moore; Donald Trump; Jared Hudson; Tommy Tuberville; NBC News; Alabama; GOP primary runoff; United States Senate","Rep. Barry Moore, who is endorsed by Donald Trump, won the GOP primary runoff in the Alabama Senate race.; Moore defeated former Navy SEAL Jared Hudson in the runoff.; Moore will advance to the general election to succeed Sen. Tommy Tuberville.","Should a candidate’s endorsement by a former president be a decisive factor for voters in primary elections?","Rep. Barry Moore, who is endorsed by Donald Trump, won the GOP primary runoff in the Alabama Senate race. Moore defeated former Navy SEAL Jared Hudson in the runoff. Moore will advance to the general election to succeed Sen. Tommy Tuberville.","To what extent should a former president’s endorsement influence voter decisions in primary contests?","10","10","7","9","10","9","9.2","0"
"Trump-endorsed Rep. Barry Moore wins GOP primary runoff in Alabama Senate race - NBC News","NBC News projects Moore defeated former Navy SEAL Jared Hudson to advance to the general election to succeed Sen. Tommy Tuberville.","NBC News","emotional","Election; Primary runoff; Political endorsement; Senate race; Republican Party","Barry Moore; Donald Trump; Jared Hudson; Tommy Tuberville; NBC News; Alabama; GOP primary runoff; United States Senate","Rep. Barry Moore, who is endorsed by Donald Trump, won the GOP primary runoff in the Alabama Senate race.; Moore defeated former Navy SEAL Jared Hudson in the runoff.; Moore will advance to the general election to succeed Sen. Tommy Tuberville.","Should endorsements from former presidents, such as Donald Trump's endorsement of Barry Moore, be considered a decisive factor in primary elections?","Rep. Barry Moore, who is endorsed by Donald Trump, won the GOP primary runoff in the Alabama Senate race. Moore defeated former Navy SEAL Jared Hudson in the runoff and will advance to the general election to succeed Sen. Tommy Tuberville.","Do presidential endorsements meaningfully influence voter choices in primary contests, or should candidates be evaluated on their own merits?","10","10","9","9","10","9.6","9.6","0"
"UN chief visits Haiti, where a new international force will be deployed to help fight gangs - AP News","U.N. Secretary-General António Guterres has visited Haiti, where surging gang violence has left more than 1 in 10 people homeless. New statistics released by the U.N. reveal that 2,300 people have been killed across Haiti so far this year, with another 100 ki…","Associated Press","philosophical","gang violence; humanitarian crisis; international intervention","António Guterres; United Nations; Haiti; gangs","U.N. Secretary-General António Guterres visited Haiti.; Surging gang violence in Haiti has left more than one in ten people homeless.; U.N. statistics show that 2,300 people have been killed in Haiti so far this year.; A new international force will be deployed to Haiti to help fight gangs.","Should the international community prioritize military intervention or humanitarian aid to address Haiti's gang violence and displacement crisis?","U.N. Secretary-General António Guterres visited Haiti amid a surge in gang violence that has left more than one in ten people homeless. U.N. statistics show that 2,300 people have been killed in Haiti so far this year, and a new international force is slated for deployment to help combat the gangs.","What is the most effective and ethically appropriate response for the international community to the escalating violence and humanitarian emergency in Haiti?","9","10","9","9","9","9","9.2","0"
"UN chief visits Haiti, where a new international force will be deployed to help fight gangs - AP News","U.N. Secretary-General António Guterres has visited Haiti, where surging gang violence has left more than 1 in 10 people homeless. New statistics released by the U.N. reveal that 2,300 people have been killed across Haiti so far this year, with another 100 ki…","Associated Press","controversy","gang violence; humanitarian crisis; international intervention","António Guterres; United Nations; Haiti; gangs","U.N. Secretary-General António Guterres visited Haiti.; Surging gang violence in Haiti has left more than one in ten people homeless.; U.N. statistics show that 2,300 people have been killed in Haiti so far this year.; A new international force will be deployed to Haiti to help fight gangs.","Should the international community commit a permanent, large‑scale peacekeeping force to Haiti to address gang violence?","U.N. Secretary-General António Guterres visited Haiti amid a surge in gang violence that has left over one in ten people homeless. U.N. statistics indicate that 2,300 people have been killed in Haiti so far this year. In response, a new international force is planned for deployment to help fight the gangs.","Should the international community commit a permanent, large‑scale peacekeeping force to Haiti to address gang violence?","10","10","8","10","10","9.6","9.6","0"
"UN chief visits Haiti, where a new international force will be deployed to help fight gangs - AP News","U.N. Secretary-General António Guterres has visited Haiti, where surging gang violence has left more than 1 in 10 people homeless. New statistics released by the U.N. reveal that 2,300 people have been killed across Haiti so far this year, with another 100 ki…","Associated Press","viral","gang violence; humanitarian crisis; international intervention","António Guterres; United Nations; Haiti; gangs","U.N. Secretary-General António Guterres visited Haiti.; Surging gang violence in Haiti has left more than one in ten people homeless.; U.N. statistics show that 2,300 people have been killed in Haiti so far this year.; A new international force will be deployed to Haiti to help fight gangs.","Should the deployment of an international force be the primary strategy to address Haiti’s gang violence and humanitarian crisis?","U.N. Secretary-General António Guterres visited Haiti amid surging gang violence that has left more than one in ten people homeless. U.N. statistics show that 2,300 people have been killed in Haiti so far this year. A new international force will be deployed to Haiti to help fight gangs.","Is an international military intervention the most effective way to restore security and alleviate the humanitarian emergency in Haiti?","9","10","7","7","9","8.4","8.4","0"
"UN chief visits Haiti, where a new international force will be deployed to help fight gangs - AP News","U.N. Secretary-General António Guterres has visited Haiti, where surging gang violence has left more than 1 in 10 people homeless. New statistics released by the U.N. reveal that 2,300 people have been killed across Haiti so far this year, with another 100 ki…","Associated Press","emotional","gang violence; humanitarian crisis; international intervention","António Guterres; United Nations; Haiti; gangs","U.N. Secretary-General António Guterres visited Haiti.; Surging gang violence in Haiti has left more than one in ten people homeless.; U.N. statistics show that 2,300 people have been killed in Haiti so far this year.; A new international force will be deployed to Haiti to help fight gangs.","Should the new international force deployed to Haiti prioritize military action against gangs or focus on humanitarian aid to address the escalating crisis?","U.N. Secretary-General António Guterres visited Haiti amid a surge in gang violence that has left more than one in ten people homeless. U.N. statistics show that 2,300 people have been killed in Haiti so far this year. In response, a new international force will be deployed to Haiti to help fight the gangs.","What should be the primary mission of the international force in Haiti: combatting gangs through military means or delivering humanitarian assistance to alleviate the crisis?","10","10","10","10","10","10","10","0"
